Ref,x,y,Connectivity,Gate Counts,Point First Moment,Point Second Moment
1507360,1.56000000,6.08000000,79.00000000,6.00000000,19.71604919,6.74399996
1507373,1.56000000,6.60000000,256.00000000,32.00000000,247.30462646,393.91198730
1507374,1.56000000,6.64000000,308.00000000,118.00000000,352.36645508,700.72802734
1507375,1.56000000,6.68000000,341.00000000,461.00000000,403.74145508,806.86077881
1507376,1.56000000,6.72000000,303.00000000,125.00000000,334.56652832,648.84960938
1507377,1.56000000,6.76000000,255.00000000,43.00000000,251.64863586,414.01760864
1507380,1.56000000,6.88000000,35.00000000,4.00000000,5.40539932,1.13279998
1507381,1.56000000,6.92000000,44.00000000,10.00000000,8.82977486,2.81760001
1507382,1.56000000,6.96000000,57.00000000,41.00000000,13.52119923,4.76639986
1507383,1.56000000,7.00000000,33.00000000,2.00000000,4.89117193,0.98879999
1507384,1.56000000,7.04000000,89.00000000,11.00000000,22.59362984,7.38560009
1507385,1.56000000,7.08000000,91.00000000,31.00000000,21.45431519,6.75839996
1507386,1.56000000,7.12000000,135.00000000,155.00000000,45.79079437,22.73279953
1507387,1.56000000,7.16000000,128.00000000,165.00000000,41.85853958,20.19680023
1507388,1.56000000,7.20000000,92.00000000,39.00000000,21.33369827,6.50719976
1507389,1.56000000,7.24000000,87.00000000,10.00000000,21.34563065,6.80000019
1507391,1.56000000,7.32000000,72.00000000,23.00000000,15.30139828,3.97600007
1507392,1.56000000,7.36000000,71.00000000,48.00000000,13.71424675,3.37919998
1507393,1.56000000,7.40000000,71.00000000,50.00000000,13.08805847,3.14879990
1507394,1.56000000,7.44000000,71.00000000,61.00000000,13.08805847,3.14879990
1507395,1.56000000,7.48000000,72.00000000,55.00000000,14.05833912,3.49760008
1507396,1.56000000,7.52000000,72.00000000,25.00000000,15.30139828,3.97600007
1507398,1.56000000,7.60000000,69.00000000,9.00000000,14.38335991,3.68479991
1507399,1.56000000,7.64000000,100.00000000,75.00000000,32.94155884,16.75679970
1507400,1.56000000,7.68000000,111.00000000,170.00000000,37.82840729,19.67519951
1507401,1.56000000,7.72000000,88.00000000,79.00000000,23.21503830,9.28160000
1507402,1.56000000,7.76000000,75.00000000,19.00000000,16.69159889,4.59999990
1572869,1.60000000,5.00000000,106.00000000,18.00000000,33.54014206,12.86719990
1572870,1.60000000,5.04000000,107.00000000,30.00000000,30.97906685,11.02400017
1572871,1.60000000,5.08000000,107.00000000,32.00000000,28.70045853,9.60000038
1572872,1.60000000,5.12000000,107.00000000,26.00000000,26.96292305,8.52480030
1572873,1.60000000,5.16000000,120.00000000,34.00000000,34.21825409,13.88959980
1572874,1.60000000,5.20000000,188.00000000,364.00000000,65.33341980,31.36000061
1572875,1.60000000,5.24000000,126.00000000,83.00000000,35.45487213,15.07999992
1572876,1.60000000,5.28000000,111.00000000,21.00000000,28.60707474,9.84799957
1572877,1.60000000,5.32000000,108.00000000,20.00000000,27.57902145,8.89920044
1572878,1.60000000,5.36000000,107.00000000,25.00000000,28.90673065,9.80799961
1572879,1.60000000,5.40000000,106.00000000,28.00000000,30.77555656,11.07999992
1572880,1.60000000,5.44000000,105.00000000,19.00000000,33.09507370,12.68640041
1572891,1.60000000,5.88000000,92.00000000,10.00000000,23.91454887,8.55519962
1572892,1.60000000,5.92000000,128.00000000,46.00000000,47.56562805,28.48959923
1572893,1.60000000,5.96000000,253.00000000,207.00000000,313.45910645,674.48480225
1572894,1.60000000,6.00000000,277.00000000,206.00000000,356.53500366,779.16479492
1572895,1.60000000,6.04000000,102.00000000,29.00000000,29.90479469,13.58080006
1572896,1.60000000,6.08000000,80.00000000,4.00000000,18.45312691,5.80000019
1572908,1.60000000,6.56000000,149.00000000,10.00000000,70.87490845,50.17760086
1572909,1.60000000,6.60000000,263.00000000,45.00000000,238.03102112,367.18560791
1572910,1.60000000,6.64000000,311.00000000,131.00000000,347.41339111,684.33758545
1572911,1.60000000,6.68000000,337.00000000,426.00000000,391.76797485,775.95202637
1572912,1.60000000,6.72000000,306.00000000,170.00000000,329.27001953,629.23358154
1572913,1.60000000,6.76000000,261.00000000,73.00000000,240.27705383,382.07519531
1572914,1.60000000,6.80000000,136.00000000,20.00000000,57.11146545,34.75519943
1572915,1.60000000,6.84000000,110.00000000,8.00000000,38.98115921,18.87680054
1572916,1.60000000,6.88000000,33.00000000,3.00000000,4.62165308,0.84640002
1572917,1.60000000,6.92000000,45.00000000,10.00000000,8.69026566,2.56159997
1572918,1.60000000,6.96000000,58.00000000,42.00000000,13.14044857,4.30560017
1572919,1.60000000,7.00000000,33.00000000,5.00000000,4.77849722,0.93120003
1572920,1.60000000,7.04000000,88.00000000,7.00000000,20.59055710,6.16319990
1572921,1.60000000,7.08000000,90.00000000,33.00000000,19.80237007,5.83039999
1572922,1.60000000,7.12000000,132.00000000,149.00000000,44.50028992,22.95680046
1572923,1.60000000,7.16000000,126.00000000,158.00000000,40.58637619,20.04159927
1572924,1.60000000,7.20000000,93.00000000,41.00000000,20.63191795,6.05280018
1572925,1.60000000,7.24000000,89.00000000,11.00000000,20.79669189,6.24639988
1572927,1.60000000,7.32000000,74.00000000,20.00000000,14.83796310,3.62560010
1572928,1.60000000,7.36000000,72.00000000,41.00000000,12.68692589,2.78559995
1572929,1.60000000,7.40000000,71.00000000,57.00000000,11.71772289,2.45760012
1572930,1.60000000,7.44000000,72.00000000,55.00000000,12.00616741,2.54080009
1572931,1.60000000,7.48000000,73.00000000,51.00000000,13.11213207,2.96639991
1572932,1.60000000,7.52000000,72.00000000,23.00000000,13.98943520,3.26399994
1572934,1.60000000,7.60000000,72.00000000,11.00000000,14.72729492,3.72000003
1572935,1.60000000,7.64000000,100.00000000,84.00000000,33.32307816,17.94400024
1572936,1.60000000,7.68000000,107.00000000,143.00000000,36.60719299,20.01280022
1572937,1.60000000,7.72000000,93.00000000,105.00000000,27.00436592,12.64799976
1572938,1.60000000,7.76000000,74.00000000,7.00000000,15.63454533,4.13439989
1638405,1.64000000,5.00000000,104.00000000,31.00000000,30.22897339,10.80959988
1638406,1.64000000,5.04000000,104.00000000,49.00000000,27.30520248,9.03839970
1638407,1.64000000,5.08000000,111.00000000,50.00000000,28.03654861,9.15520000
1638408,1.64000000,5.12000000,111.00000000,40.00000000,25.95623398,7.87200022
1638409,1.64000000,5.16000000,132.00000000,74.00000000,36.34649277,14.76799965
1638410,1.64000000,5.20000000,179.00000000,292.00000000,60.94864273,29.45919991
1638411,1.64000000,5.24000000,156.00000000,101.00000000,47.01733017,20.63680077
1638412,1.64000000,5.28000000,113.00000000,46.00000000,25.17064476,7.41599989
1638413,1.64000000,5.32000000,110.00000000,40.00000000,25.87000084,7.94399977
1638414,1.64000000,5.36000000,108.00000000,38.00000000,26.87946701,8.69279957
1638415,1.64000000,5.40000000,106.00000000,47.00000000,28.62823868,9.90559959
1638416,1.64000000,5.44000000,105.00000000,27.00000000,31.10219574,11.48480034
1638427,1.64000000,5.88000000,94.00000000,11.00000000,23.99249458,8.44320011
1638428,1.64000000,5.92000000,125.00000000,47.00000000,43.13879776,23.34239960
1638429,1.64000000,5.96000000,253.00000000,206.00000000,307.89031982,652.41760254
1638430,1.64000000,6.00000000,278.00000000,201.00000000,352.75854492,760.00640869
1638431,1.64000000,6.04000000,104.00000000,27.00000000,29.40768051,12.75679970
1638432,1.64000000,6.08000000,81.00000000,5.00000000,18.04505157,5.47679996
1638444,1.64000000,6.56000000,144.00000000,19.00000000,57.99877167,32.83679962
1638445,1.64000000,6.60000000,266.00000000,56.00000000,227.04223633,336.66241455
1638446,1.64000000,6.64000000,314.00000000,139.00000000,341.94354248,663.04962158
1638447,1.64000000,6.68000000,333.00000000,400.00000000,380.26965332,746.05761719
1638448,1.64000000,6.72000000,307.00000000,159.00000000,322.71463013,608.48962402
1638449,1.64000000,6.76000000,273.00000000,84.00000000,236.95343018,361.04159546
1638450,1.64000000,6.80000000,133.00000000,37.00000000,50.10377884,27.86720085
1638451,1.64000000,6.84000000,104.00000000,7.00000000,31.71266174,13.04800034
1638452,1.64000000,6.88000000,31.00000000,-1.00000000,4.71471357,0.98879999
1638453,1.64000000,6.92000000,46.00000000,13.00000000,8.74532318,2.40960002
1638454,1.64000000,6.96000000,59.00000000,40.00000000,12.94849682,3.98079991
1638455,1.64000000,7.00000000,30.00000000,5.00000000,4.34939051,0.86720002
1638456,1.64000000,7.04000000,91.00000000,11.00000000,20.79258156,6.02880001
1638457,1.64000000,7.08000000,91.00000000,36.00000000,19.30508995,5.44960022
1638458,1.64000000,7.12000000,131.00000000,148.00000000,44.17862701,23.63680077
1638459,1.64000000,7.16000000,125.00000000,155.00000000,39.76480865,20.04960060
1638460,1.64000000,7.20000000,93.00000000,49.00000000,19.76044655,5.54239988
1638461,1.64000000,7.24000000,89.00000000,9.00000000,19.73300171,5.52159977
1638463,1.64000000,7.32000000,73.00000000,18.00000000,13.55548382,2.99359989
1638464,1.64000000,7.36000000,74.00000000,51.00000000,12.49339771,2.57920003
1638465,1.64000000,7.40000000,72.00000000,59.00000000,11.03214264,2.05119991
1638466,1.64000000,7.44000000,73.00000000,56.00000000,11.42381096,2.19840002
1638467,1.64000000,7.48000000,72.00000000,56.00000000,11.75800705,2.30719995
1638468,1.64000000,7.52000000,75.00000000,16.00000000,14.46773338,3.41599989
1638470,1.64000000,7.60000000,72.00000000,14.00000000,14.48092270,3.67199993
1638471,1.64000000,7.64000000,97.00000000,96.00000000,32.18990326,18.13279915
1638472,1.64000000,7.68000000,105.00000000,120.00000000,36.46226883,21.06080055
1638473,1.64000000,7.72000000,95.00000000,105.00000000,29.15151787,15.11359978
1638474,1.64000000,7.76000000,76.00000000,11.00000000,15.95968723,4.24959993
1703941,1.68000000,5.00000000,105.00000000,25.00000000,29.20099831,10.19359970
1703942,1.68000000,5.04000000,107.00000000,43.00000000,27.04521370,8.80799961
1703943,1.68000000,5.08000000,109.00000000,46.00000000,25.14805984,7.54559994
1703944,1.68000000,5.12000000,113.00000000,62.00000000,24.30292892,6.80800009
1703945,1.68000000,5.16000000,153.00000000,104.00000000,46.73637009,22.57760048
1703946,1.68000000,5.20000000,174.00000000,277.00000000,57.11854553,27.34239960
1703947,1.68000000,5.24000000,160.00000000,114.00000000,49.56483841,22.81920052
1703948,1.68000000,5.28000000,114.00000000,62.00000000,23.12771416,6.04479980
1703949,1.68000000,5.32000000,112.00000000,62.00000000,24.11192131,6.76800013
1703950,1.68000000,5.36000000,108.00000000,51.00000000,25.18155670,7.73759985
1703951,1.68000000,5.40000000,105.00000000,37.00000000,26.41086388,8.58720016
1703952,1.68000000,5.44000000,102.00000000,21.00000000,27.66225243,9.31680012
1703963,1.68000000,5.88000000,99.00000000,9.00000000,25.97885132,9.47679996
1703964,1.68000000,5.92000000,123.00000000,48.00000000,39.68621063,19.39679909
1703965,1.68000000,5.96000000,253.00000000,204.00000000,302.30261230,630.64477539
1703966,1.68000000,6.00000000,277.00000000,205.00000000,345.99835205,734.73278809
1703967,1.68000000,6.04000000,104.00000000,24.00000000,28.34824562,11.61760044
1703968,1.68000000,6.08000000,87.00000000,5.00000000,20.59519768,6.81599998
1703980,1.68000000,6.56000000,142.00000000,18.00000000,52.08874130,26.73920059
1703981,1.68000000,6.60000000,272.00000000,65.00000000,220.76434326,315.83358765
1703982,1.68000000,6.64000000,319.00000000,143.00000000,339.36288452,649.55041504
1703983,1.68000000,6.68000000,332.00000000,390.00000000,371.40356445,721.13598633
1703984,1.68000000,6.72000000,310.00000000,165.00000000,321.13330078,604.36480713
1703985,1.68000000,6.76000000,273.00000000,94.00000000,226.19142151,331.97280884
1703986,1.68000000,6.80000000,131.00000000,43.00000000,44.71701813,22.52639961
1703987,1.68000000,6.84000000,101.00000000,12.00000000,27.33116913,9.56960011
1703988,1.68000000,6.88000000,29.00000000,-1.00000000,5.19408989,1.24640000
1703989,1.68000000,6.92000000,38.00000000,9.00000000,6.18059683,1.37119997
1703990,1.68000000,6.96000000,63.00000000,49.00000000,13.56159878,3.94239998
1703991,1.68000000,7.00000000,28.00000000,2.00000000,4.84620810,1.12800002
1703992,1.68000000,7.04000000,92.00000000,15.00000000,20.88293457,6.05600023
1703993,1.68000000,7.08000000,96.00000000,32.00000000,20.79706383,5.95839977
1703994,1.68000000,7.12000000,132.00000000,143.00000000,45.53088379,25.52960014
1703995,1.68000000,7.16000000,124.00000000,161.00000000,39.94174957,21.14080048
1703996,1.68000000,7.20000000,99.00000000,43.00000000,23.63352776,8.45600033
1703997,1.68000000,7.24000000,90.00000000,10.00000000,19.84237862,5.54080009
1703999,1.68000000,7.32000000,75.00000000,18.00000000,13.91826057,3.08800006
1704000,1.68000000,7.36000000,74.00000000,46.00000000,12.02406216,2.34080005
1704001,1.68000000,7.40000000,75.00000000,65.00000000,11.38668060,2.05279994
1704002,1.68000000,7.44000000,73.00000000,65.00000000,10.98963261,1.99839997
1704003,1.68000000,7.48000000,75.00000000,52.00000000,12.48013210,2.54879999
1704004,1.68000000,7.52000000,76.00000000,17.00000000,14.21990967,3.17440009
1704006,1.68000000,7.60000000,76.00000000,26.00000000,17.45104790,6.00799990
1704007,1.68000000,7.64000000,94.00000000,94.00000000,31.44488907,18.52960014
1704008,1.68000000,7.68000000,104.00000000,119.00000000,37.43465424,22.97279930
1704009,1.68000000,7.72000000,98.00000000,95.00000000,31.62457848,17.37599945
1704010,1.68000000,7.76000000,77.00000000,15.00000000,16.36636162,4.52320004
1769477,1.72000000,5.00000000,104.00000000,23.00000000,27.82857132,9.35200024
1769478,1.72000000,5.04000000,107.00000000,33.00000000,26.11592102,8.26879978
1769479,1.72000000,5.08000000,109.00000000,58.00000000,23.90951920,6.83680010
1769480,1.72000000,5.12000000,115.00000000,71.00000000,23.96976852,6.48000002
1769481,1.72000000,5.16000000,157.00000000,108.00000000,52.41098022,30.69440079
1769482,1.72000000,5.20000000,172.00000000,258.00000000,56.30455017,27.42880058
1769483,1.72000000,5.24000000,161.00000000,113.00000000,50.03501511,23.52479935
1769484,1.72000000,5.28000000,117.00000000,88.00000000,23.37009811,6.01599979
1769485,1.72000000,5.32000000,111.00000000,73.00000000,22.80039215,6.10400009
1769486,1.72000000,5.36000000,110.00000000,55.00000000,24.59909439,7.21280003
1769487,1.72000000,5.40000000,103.00000000,47.00000000,24.16418076,7.24160004
1769488,1.72000000,5.44000000,101.00000000,21.00000000,26.45056343,8.61760044
1769499,1.72000000,5.88000000,99.00000000,7.00000000,26.22555923,9.74400043
1769500,1.72000000,5.92000000,119.00000000,47.00000000,36.35047150,16.47680092
1769501,1.72000000,5.96000000,253.00000000,209.00000000,296.98049927,609.47357178
1769502,1.72000000,6.00000000,278.00000000,218.00000000,341.36322021,712.56317139
1769503,1.72000000,6.04000000,100.00000000,18.00000000,25.78373528,9.83199978
1769504,1.72000000,6.08000000,89.00000000,3.00000000,21.90133476,7.65759993
1769516,1.72000000,6.56000000,136.00000000,15.00000000,45.58756638,21.01119995
1769517,1.72000000,6.60000000,276.00000000,57.00000000,216.16621399,300.07040405
1769518,1.72000000,6.64000000,320.00000000,160.00000000,331.69207764,625.56640625
1769519,1.72000000,6.68000000,335.00000000,390.00000000,364.71261597,695.82720947
1769520,1.72000000,6.72000000,309.00000000,178.00000000,313.14508057,582.61920166
1769521,1.72000000,6.76000000,274.00000000,78.00000000,218.25392151,310.32800293
1769522,1.72000000,6.80000000,130.00000000,47.00000000,41.24179840,18.68160057
1769523,1.72000000,6.84000000,96.00000000,16.00000000,24.04312897,7.58879995
1769524,1.72000000,6.88000000,32.00000000,3.00000000,6.44724607,1.77279997
1769525,1.72000000,6.92000000,43.00000000,13.00000000,7.68041468,1.85599995
1769526,1.72000000,6.96000000,62.00000000,44.00000000,13.31730270,3.86400008
1769527,1.72000000,7.00000000,32.00000000,-1.00000000,6.34094334,1.70400000
1769528,1.72000000,7.04000000,99.00000000,15.00000000,23.86672592,7.38079977
1769529,1.72000000,7.08000000,100.00000000,39.00000000,23.49649811,8.10879993
1769530,1.72000000,7.12000000,134.00000000,143.00000000,46.60940552,26.84480095
1769531,1.72000000,7.16000000,126.00000000,142.00000000,41.59909439,22.99519920
1769532,1.72000000,7.20000000,102.00000000,64.00000000,26.49548340,11.48960018
1769533,1.72000000,7.24000000,90.00000000,7.00000000,19.94286537,5.64319992
1769535,1.72000000,7.32000000,78.00000000,23.00000000,15.03934765,3.52480006
1769536,1.72000000,7.36000000,78.00000000,46.00000000,13.20893192,2.74559999
1769537,1.72000000,7.40000000,78.00000000,65.00000000,12.39894581,2.41280007
1769538,1.72000000,7.44000000,79.00000000,63.00000000,12.46010971,2.36479998
1769539,1.72000000,7.48000000,78.00000000,61.00000000,13.54803181,2.95840001
1769540,1.72000000,7.52000000,80.00000000,20.00000000,15.90110779,3.91199994
1769542,1.72000000,7.60000000,80.00000000,33.00000000,21.25151062,9.54720020
1769543,1.72000000,7.64000000,93.00000000,105.00000000,31.71622849,19.28800011
1769544,1.72000000,7.68000000,106.00000000,108.00000000,39.04965210,24.77919960
1769545,1.72000000,7.72000000,102.00000000,92.00000000,34.57062149,19.81279945
1769546,1.72000000,7.76000000,80.00000000,18.00000000,18.04657745,5.43359995
1835013,1.76000000,5.00000000,101.00000000,24.00000000,26.05162048,8.30399990
1835014,1.76000000,5.04000000,107.00000000,32.00000000,25.62870598,7.85920000
1835015,1.76000000,5.08000000,111.00000000,49.00000000,24.65160942,7.11840010
1835016,1.76000000,5.12000000,121.00000000,82.00000000,27.61090279,9.01119995
1835017,1.76000000,5.16000000,162.00000000,115.00000000,57.68417740,37.94240189
1835018,1.76000000,5.20000000,171.00000000,264.00000000,55.94029999,27.56159973
1835019,1.76000000,5.24000000,159.00000000,109.00000000,49.68336487,23.79520035
1835020,1.76000000,5.28000000,121.00000000,87.00000000,25.35261345,7.04799986
1835021,1.76000000,5.32000000,114.00000000,64.00000000,23.75348282,6.40159988
1835022,1.76000000,5.36000000,105.00000000,61.00000000,22.39760399,6.16639996
1835023,1.76000000,5.40000000,103.00000000,53.00000000,23.96083641,7.04160023
1835024,1.76000000,5.44000000,100.00000000,22.00000000,25.66604996,8.11839962
1835035,1.76000000,5.88000000,96.00000000,7.00000000,25.94153023,10.05760002
1835036,1.76000000,5.92000000,117.00000000,38.00000000,34.95493317,15.29599953
1835037,1.76000000,5.96000000,253.00000000,215.00000000,291.51702881,588.46240234
1835038,1.76000000,6.00000000,281.00000000,218.00000000,339.24444580,694.93438721
1835039,1.76000000,6.04000000,98.00000000,18.00000000,25.73433685,10.14560032
1835040,1.76000000,6.08000000,91.00000000,5.00000000,23.99083328,9.10879993
1835052,1.76000000,6.56000000,124.00000000,11.00000000,37.17641830,14.75039959
1835053,1.76000000,6.60000000,275.00000000,64.00000000,204.99234009,273.18719482
1835054,1.76000000,6.64000000,325.00000000,169.00000000,330.60281372,615.20318604
1835055,1.76000000,6.68000000,340.00000000,397.00000000,358.13305664,670.29278564
1835056,1.76000000,6.72000000,308.00000000,176.00000000,307.33923340,568.32641602
1835057,1.76000000,6.76000000,278.00000000,90.00000000,211.53794861,287.45440674
1835058,1.76000000,6.80000000,122.00000000,38.00000000,36.06272507,15.27200031
1835059,1.76000000,6.84000000,91.00000000,7.00000000,21.84309959,6.47840023
1835060,1.76000000,6.88000000,33.00000000,5.00000000,5.43594694,1.24960005
1835061,1.76000000,6.92000000,46.00000000,11.00000000,9.00902271,2.55520010
1835062,1.76000000,6.96000000,59.00000000,45.00000000,12.71043968,3.82719994
1835063,1.76000000,7.00000000,35.00000000,-1.00000000,5.83488464,1.35520005
1835064,1.76000000,7.04000000,97.00000000,12.00000000,23.46989250,7.31040001
1835065,1.76000000,7.08000000,108.00000000,41.00000000,28.39324570,11.27040005
1835066,1.76000000,7.12000000,141.00000000,141.00000000,50.74608612,30.08799934
1835067,1.76000000,7.16000000,132.00000000,144.00000000,44.86057663,25.60799980
1835068,1.76000000,7.20000000,108.00000000,72.00000000,29.93313789,13.96479988
1835069,1.76000000,7.24000000,88.00000000,15.00000000,19.78960037,5.73280001
1835071,1.76000000,7.32000000,80.00000000,26.00000000,16.15908623,3.99359989
1835072,1.76000000,7.36000000,85.00000000,53.00000000,15.91520977,3.81439996
1835073,1.76000000,7.40000000,88.00000000,70.00000000,15.69561672,3.50720000
1835074,1.76000000,7.44000000,90.00000000,61.00000000,16.42510605,3.78719997
1835075,1.76000000,7.48000000,85.00000000,62.00000000,15.93642139,3.80800009
1835076,1.76000000,7.52000000,82.00000000,20.00000000,17.13884735,4.47520018
1835078,1.76000000,7.60000000,82.00000000,48.00000000,24.28402519,12.52799988
1835079,1.76000000,7.64000000,98.00000000,102.00000000,34.50631714,21.62560081
1835080,1.76000000,7.68000000,110.00000000,92.00000000,41.49715424,26.82559967
1835081,1.76000000,7.72000000,106.00000000,90.00000000,38.10466385,22.91200066
1835082,1.76000000,7.76000000,86.00000000,28.00000000,22.48321915,8.55679989
1900549,1.80000000,5.00000000,100.00000000,21.00000000,26.45610046,8.64960003
1900550,1.80000000,5.04000000,102.00000000,37.00000000,23.89855576,6.96799994
1900551,1.80000000,5.08000000,110.00000000,55.00000000,24.66407394,6.98559999
1900552,1.80000000,5.12000000,129.00000000,65.00000000,34.88066864,14.51360035
1900553,1.80000000,5.16000000,161.00000000,109.00000000,56.14550781,34.74399948
1900554,1.80000000,5.20000000,171.00000000,255.00000000,56.46687317,28.13120079
1900555,1.80000000,5.24000000,160.00000000,100.00000000,50.73617554,24.63360023
1900556,1.80000000,5.28000000,127.00000000,73.00000000,29.61895943,9.68319988
1900557,1.80000000,5.32000000,110.00000000,65.00000000,22.76073265,5.93599987
1900558,1.80000000,5.36000000,104.00000000,55.00000000,22.43532181,6.05439997
1900559,1.80000000,5.40000000,101.00000000,49.00000000,23.58990860,6.83199978
1900560,1.80000000,5.44000000,99.00000000,26.00000000,25.78366852,8.17759991
1900571,1.80000000,5.88000000,98.00000000,6.00000000,28.37930679,11.67199993
1900572,1.80000000,5.92000000,110.00000000,32.00000000,31.88462257,13.43999958
1900573,1.80000000,5.96000000,255.00000000,230.00000000,287.25286865,568.59680176
1900574,1.80000000,6.00000000,282.00000000,215.00000000,334.46166992,672.26879883
1900575,1.80000000,6.04000000,99.00000000,12.00000000,27.69496536,11.67199993
1900576,1.80000000,6.08000000,90.00000000,7.00000000,25.71524620,10.85120010
1900588,1.80000000,6.56000000,111.00000000,2.00000000,31.01169586,11.27040005
1900589,1.80000000,6.60000000,277.00000000,59.00000000,199.17665100,257.48638916
1900590,1.80000000,6.64000000,327.00000000,179.00000000,325.68963623,598.82562256
1900591,1.80000000,6.68000000,344.00000000,388.00000000,355.06353760,655.96801758
1900592,1.80000000,6.72000000,313.00000000,201.00000000,301.82708740,547.06079102
1900593,1.80000000,6.76000000,276.00000000,92.00000000,203.60537720,270.92800903
1900594,1.80000000,6.80000000,112.00000000,20.00000000,32.74003983,14.08800030
1900595,1.80000000,6.84000000,88.00000000,5.00000000,22.68941879,7.44960022
1900596,1.80000000,6.88000000,35.00000000,5.00000000,5.26804399,1.05599999
1900597,1.80000000,6.92000000,47.00000000,11.00000000,9.38889599,2.80640006
1900598,1.80000000,6.96000000,58.00000000,45.00000000,12.74390984,4.04960012
1900599,1.80000000,7.00000000,39.00000000,3.00000000,6.61451054,1.51199996
1900600,1.80000000,7.04000000,114.00000000,12.00000000,33.69860458,13.35039997
1900601,1.80000000,7.08000000,128.00000000,39.00000000,40.33684921,18.99679947
1900602,1.80000000,7.12000000,157.00000000,128.00000000,59.21458054,35.33599854
1900603,1.80000000,7.16000000,155.00000000,148.00000000,55.86869812,32.04479980
1900604,1.80000000,7.20000000,138.00000000,96.00000000,41.54062653,19.55360031
1900605,1.80000000,7.24000000,123.00000000,86.00000000,30.40817642,9.70880032
1900606,1.80000000,7.28000000,65.00000000,79.00000000,14.38251400,4.13600016
1900607,1.80000000,7.32000000,109.00000000,95.00000000,23.23239136,6.00000000
1900608,1.80000000,7.36000000,107.00000000,102.00000000,21.78454208,5.41440010
1900609,1.80000000,7.40000000,105.00000000,97.00000000,20.85582733,5.10879993
1900610,1.80000000,7.44000000,105.00000000,97.00000000,20.93703270,5.17280006
1900611,1.80000000,7.48000000,106.00000000,99.00000000,21.79947090,5.57119989
1900612,1.80000000,7.52000000,109.00000000,81.00000000,23.54871559,6.33920002
1900613,1.80000000,7.56000000,59.00000000,64.00000000,13.16825962,4.01280022
1900614,1.80000000,7.60000000,122.00000000,109.00000000,39.86166000,20.76959991
1900615,1.80000000,7.64000000,126.00000000,103.00000000,46.45657730,27.94879913
1900616,1.80000000,7.68000000,132.00000000,75.00000000,53.04954529,34.03200150
1900617,1.80000000,7.72000000,128.00000000,71.00000000,50.90974045,31.18400002
1900618,1.80000000,7.76000000,109.00000000,34.00000000,36.35833740,17.31839943
1966085,1.84000000,5.00000000,99.00000000,21.00000000,26.85064507,8.70400047
1966086,1.84000000,5.04000000,100.00000000,45.00000000,24.45866203,7.27360010
1966087,1.84000000,5.08000000,108.00000000,43.00000000,26.77977753,9.21599960
1966088,1.84000000,5.12000000,127.00000000,65.00000000,35.26602173,14.56960011
1966089,1.84000000,5.16000000,150.00000000,95.00000000,45.68056488,21.37439919
1966090,1.84000000,5.20000000,171.00000000,256.00000000,57.25632858,28.77120018
1966091,1.84000000,5.24000000,163.00000000,93.00000000,53.08318710,26.04159927
1966092,1.84000000,5.28000000,129.00000000,61.00000000,33.70921707,12.80640030
1966093,1.84000000,5.32000000,106.00000000,56.00000000,22.89853668,6.12319994
1966094,1.84000000,5.36000000,102.00000000,48.00000000,22.92773628,6.29600000
1966095,1.84000000,5.40000000,100.00000000,46.00000000,24.67224503,7.42719984
1966096,1.84000000,5.44000000,99.00000000,28.00000000,27.05099678,8.85599995
1966107,1.84000000,5.88000000,97.00000000,2.00000000,30.47063255,13.58240032
1966108,1.84000000,5.92000000,111.00000000,27.00000000,34.39509201,15.38879967
1966109,1.84000000,5.96000000,260.00000000,238.00000000,284.88397217,550.59362793
1966110,1.84000000,6.00000000,285.00000000,223.00000000,331.16534424,651.99041748
1966111,1.84000000,6.04000000,96.00000000,9.00000000,28.83051491,12.99359989
1966112,1.84000000,6.08000000,84.00000000,4.00000000,25.35742188,11.23999977
1966124,1.84000000,6.56000000,94.00000000,2.00000000,27.00328255,10.39200020
1966125,1.84000000,6.60000000,279.00000000,58.00000000,194.35160828,242.76800537
1966126,1.84000000,6.64000000,333.00000000,182.00000000,321.65435791,579.19842529
1966127,1.84000000,6.68000000,350.00000000,400.00000000,350.92413330,635.12957764
1966128,1.84000000,6.72000000,317.00000000,207.00000000,299.18933105,534.95037842
1966129,1.84000000,6.76000000,274.00000000,89.00000000,194.16458130,248.25120544
1966130,1.84000000,6.80000000,93.00000000,7.00000000,28.72788811,13.78079987
1966132,1.84000000,6.88000000,38.00000000,6.00000000,6.28432465,1.40160000
1966133,1.84000000,6.92000000,47.00000000,9.00000000,9.70381069,3.07520008
1966134,1.84000000,6.96000000,58.00000000,38.00000000,13.29645443,4.51679993
1966135,1.84000000,7.00000000,40.00000000,8.00000000,6.69495583,1.48479998
1966136,1.84000000,7.04000000,107.00000000,20.00000000,32.25680161,12.96000004
1966137,1.84000000,7.08000000,125.00000000,42.00000000,42.16501999,21.74239922
1966138,1.84000000,7.12000000,155.00000000,130.00000000,60.21896362,36.96640015
1966139,1.84000000,7.16000000,154.00000000,148.00000000,57.98159790,34.78720093
1966140,1.84000000,7.20000000,135.00000000,74.00000000,43.48847961,22.11680031
1966141,1.84000000,7.24000000,125.00000000,79.00000000,33.05349731,11.28479958
1966142,1.84000000,7.28000000,107.00000000,79.00000000,25.42504311,7.20319986
1966143,1.84000000,7.32000000,110.00000000,84.00000000,24.54477119,6.58720016
1966144,1.84000000,7.36000000,102.00000000,86.00000000,21.59572601,5.60640001
