Ref,x1,y1,x2,y2,Angular Connectivity,Angular Shortest Path Angle,Angular Shortest Path Order,Axial Line Ref,Connectivity,Segment Length
35,530781.008068,183970.056291,530817.267644,183969.060997,1.9056505,-1,-1,9,3,36.273235
36,530817.267644,183969.060997,530837.552389,183968.504198,1.9439689,-1,-1,9,3,20.292385
37,530804.10279,183678.914813,530806.987301,183742.48786,2.9565058,-1,-1,10,4,63.638454
38,530806.987301,183742.48786,530810.256885,183814.547701,2.0050292,-1,-1,10,4,72.13398
39,530810.256885,183814.547701,530813.405101,183883.932657,3.038465,-1,-1,10,5,69.456345
40,530813.405101,183883.932657,530817.267644,183969.060997,4,-1,-1,10,5,85.215919
41,530806.987301,183742.48786,530914.259832,183744.953244,4,-1,-1,11,4,107.30086
42,530912.24057,183665.779945,530912.539003,183677.481209,3.2868223,-1,-1,12,4,11.705069
43,530912.539003,183677.481209,530914.259832,183744.953244,1.7440393,-1,-1,12,4,67.493973
44,530914.259832,183744.953244,530916.075489,183816.143418,1.9949708,-1,-1,12,4,71.213326
45,530916.075489,183816.143418,530917.857721,183886.023019,2.9741676,-1,-1,12,5,69.902321
46,530917.857721,183886.023019,530921.664603,184035.287141,3.0227754,-1,-1,12,5,149.31265
47,530921.664603,184035.287141,530923.806009,184119.249595,2.9772246,-1,-1,12,5,83.989754
48,530923.806009,184119.249595,530928.717304,184311.81674,4,-1,-1,12,6,192.62976
49,530928.717304,184311.81674,530930.484985,184381.12579,4,-1,-1,12,6,69.331589
50,530930.484985,184381.12579,530932.28179,184451.576755,2.5330358,-1,-1,12,4,70.473877
51,530997.74097,184191.579226,531069.101814,184204.96794,1.8460462,-1,-1,13,3,72.605972
52,531069.101814,184204.96794,531176.603948,184225.137479,3.079603,-1,-1,13,5,109.37788
53,531176.603948,184225.137479,531408.976546,184268.735201,4,-1,-1,13,5,236.42712
54,530997.74097,184191.579226,531002.805399,184117.948843,2.9256492,-1,-1,14,3,73.804344
55,531065.907547,184257.768052,531065.977455,184256.612488,3.118978,-1,-1,15,4,1.1576769
56,531065.977455,184256.612488,531069.101814,184204.96794,2.881022,-1,-1,15,4,51.738968
57,531014.260003,184282.658893,531065.907547,184257.768052,0.67563176,-1,-1,16,2,57.332561
58,531065.907547,184257.768052,531067.505019,184256.998171,3.3243682,-1,-1,16,4,1.773312
59,531065.977455,184256.612488,531067.505019,184256.998171,3.5566537,-1,-1,17,4,1.5755012
60,531067.505019,184256.998171,531158.779512,184280.043406,2.4433463,-1,-1,17,5,94.138809
61,531158.779512,184280.043406,531391.966563,184338.919115,4,-1,-1,17,5,240.50478
62,531102.93655,184452.060599,531122.455508,184391.934911,2.9502037,-1,-1,18,4,63.214619
63,531122.455508,184391.934911,531139.683702,184338.865635,2.043396,-1,-1,18,4,55.795689
64,531139.683702,184338.865635,531158.779512,184280.043406,3.0064003,-1,-1,18,5,61.844196
65,531158.779512,184280.043406,531176.603948,184225.137479,4,-1,-1,18,6,57.726696
66,531176.603948,184225.137479,531200.805668,184150.587138,4,-1,-1,18,6,78.380333
67,531200.805668,184150.587138,531224.447434,184077.761662,2.3847485,-1,-1,18,5,76.566856
68,531224.447434,184077.761662,531226.686905,184070.863256,3.6152513,-1,-1,18,4,7.2528086
69,531222.022192,184069.648122,531226.686905,184070.863256,3.0376058,-1,-1,19,4,4.8203835
70,531226.686905,184070.863256,531282.101437,184085.298468,2.0014875,-1,-1,19,4,57.263824
71,531282.101437,184085.298468,531360.813158,184105.802482,2.0467546,-1,-1,19,4,81.338486
72,531360.813158,184105.802482,531427.917161,184123.282742,2.9141521,-1,-1,19,5,69.343399
73,531427.917161,184123.282742,531443.26017,184127.27952,2.9891434,-1,-1,19,5,15.855036
74,531443.26017,184127.27952,531443.260655,184127.279646,3.0108566,-1,-1,19,4,0.00050104933
75,531168.490957,183890.561739,531168.634422,183891.041697,4,-1,-1,20,5,0.50094116
76,531168.634422,183891.041697,531177.606206,183921.056404,3.7623262,-1,-1,20,5,31.326914
77,531177.606206,183921.056404,531183.34523,183940.256055,1.3914185,-1,-1,20,4,20.039038
78,531183.34523,183940.256055,531206.527247,184017.810468,1.9921591,-1,-1,20,4,80.945
79,531206.527247,184017.810468,531222.022192,184069.648122,1.5069535,-1,-1,20,4,54.103935
80,531222.022192,184069.648122,531224.447434,184077.761662,3.3471429,-1,-1,20,4,8.468255
81,531103.958023,183944.145791,531183.34523,183940.256055,2,-1,-1,21,2,79.482445
82,531203.452509,184493.406007,531204.222228,184490.526812,3.4714265,-1,-1,22,4,2.9803076
83,531204.222228,184490.526812,531222.402703,184422.521245,0.52857327,-1,-1,22,2,70.393799
84,531340.829339,184549.913463,531374.160466,184412.387824,3.2168517,-1,-1,23,4,141.50713
85,531374.160466,184412.387824,531391.966563,184338.919115,2.0359912,-1,-1,23,4,75.595688
86,531391.966563,184338.919115,531399.550847,184307.626034,1.8674352,-1,-1,23,4,32.199043
87,531399.550847,184307.626034,531408.976546,184268.735201,2.1719398,-1,-1,23,4,40.016754
88,531408.976546,184268.735201,531426.238998,184197.509594,2.9666958,-1,-1,23,5,73.287651
89,531426.238998,184197.509594,531433.414157,184167.904584,4,-1,-1,23,6,30.462101
90,531433.414157,184167.904584,531443.260115,184127.279747,6,-1,-1,23,7,41.800961
91,531040.97912,184117.3203,531060.553704,184121.39462,3.0975204,-1,-1,24,4,19.99411
92,531060.553704,184121.39462,531140.793407,184138.095983,1.8206327,-1,-1,24,4,81.959412
93,531140.793407,184138.095983,531200.805668,184150.587138,3.081847,-1,-1,24,5,61.298454
94,531200.805668,184150.587138,531426.238998,184197.509594,4,-1,-1,24,6,230.26486
95,531426.238998,184197.509594,531437.346019,184199.821447,3.2086754,-1,-1,24,4,11.345068
96,531379.770132,183732.449503,531382.423865,183753.991164,4,-1,-1,25,5,21.704504
97,531382.423865,183753.991164,531384.917414,183774.232535,2.938067,-1,-1,25,5,20.394382
98,531384.917414,183774.232535,531401.51399,183908.955152,3.061933,-1,-1,25,5,135.74104
99,531401.51399,183908.955152,531402.048405,183913.293264,3.1397986,-1,-1,25,5,4.3709054
100,531402.048405,183913.293264,531409.529487,183974.020905,2.8602016,-1,-1,25,5,61.186707
101,531409.529487,183974.020905,531417.15255,184035.901078,3.0251722,-1,-1,25,5,62.34795
102,531417.15255,184035.901078,531427.917161,184123.282742,2.9748278,-1,-1,25,5,88.042221
103,531427.917161,184123.282742,531428.742019,184129.978524,3.0389733,-1,-1,25,5,6.746398
104,531428.742019,184129.978524,531433.414157,184167.904584,2.9610264,-1,-1,25,5,38.212757
105,531433.414157,184167.904584,531437.346019,184199.821447,3.2086754,-1,-1,25,4,32.158134
106,531369.421493,183500.038298,531375.100124,183572.394391,2.3176184,-1,-1,26,3,72.578583
107,531375.100124,183572.394391,531375.741875,183580.571474,1.6658194,-1,-1,26,4,8.2022266
108,531375.741875,183580.571474,531383.460727,183678.923698,1.9227529,-1,-1,26,4,98.654655
109,531383.460727,183678.923698,531387.345888,183728.427727,1.934917,-1,-1,26,4,49.65625
110,531387.345888,183728.427727,531389.575254,183756.833909,2.5515666,-1,-1,26,4,28.49353
111,531389.575254,183756.833909,531390.928794,183774.080479,2.7092693,-1,-1,26,5,17.299603
112,531390.928794,183774.080479,531401.51399,183908.955152,4,-1,-1,26,6,135.28941
113,531401.51399,183908.955152,531401.85296,183913.274241,4,-1,-1,26,6,4.3323708
114,531401.85296,183913.274241,531406.589691,183973.628831,2.8657327,-1,-1,26,4,60.540176
115,531297.758244,183720.335774,531303.086878,183722.453957,3.2741685,-1,-1,27,4,5.734199
116,531303.086878,183722.453957,531357.702997,183744.164384,2.7258315,-1,-1,27,5,58.77298
117,531357.702997,183744.164384,531382.423865,183753.991164,4,-1,-1,27,6,26.602385
118,531382.423865,183753.991164,531389.575254,183756.833909,4,-1,-1,27,5,7.6956849
119,531299.446867,183775.091082,531311.820019,183768.52249,3.3356996,-1,-1,28,4,14.008615
120,531311.820019,183768.52249,531357.702997,183744.164384,2.6643004,-1,-1,28,5,51.947716
121,531357.702997,183744.164384,531379.770132,183732.449503,3.2326641,-1,-1,28,5,24.983932
122,531379.770132,183732.449503,531387.345888,183728.427727,2.7673359,-1,-1,28,4,8.5771065
123,531304.31269,183959.573805,531306.49671,183903.993471,4,-1,-1,29,5,55.623226
124,531306.49671,183903.993471,531311.29242,183781.949157,2.6909027,-1,-1,29,5,122.1385
125,531311.29242,183781.949157,531311.820019,183768.52249,3.3090973,-1,-1,29,4,13.437029
126,531075.434914,183881.504842,531156.88079,183889.431752,2.9276934,-1,-1,30,4,81.830719
127,531156.88079,183889.431752,531168.490957,183890.561739,2.7533221,-1,-1,30,5,11.665026
128,531168.490957,183890.561739,531174.661661,183891.162317,3.2466779,-1,-1,30,5,6.1998625
129,531174.661661,183891.162317,531180.045933,183891.686354,4,-1,-1,30,6,5.4097123
130,531180.045933,183891.686354,531246.846002,183898.187827,3.0539846,-1,-1,30,5,67.115707
131,531246.846002,183898.187827,531306.49671,183903.993471,2.9460154,-1,-1,30,5,59.932568
132,531306.49671,183903.993471,531401.85296,183913.274241,4,-1,-1,30,6,95.806824
133,531401.85296,183913.274241,531402.048405,183913.293264,4,-1,-1,30,5,0.19636907
134,531056.009523,183972.375108,531073.801917,183889.143858,2.9463861,-1,-1,31,4,85.111755
135,531073.801917,183889.143858,531075.434914,183881.504842,2.9276934,-1,-1,31,4,7.8116097
136,530986.848212,183887.403694,531004.835486,183965.872851,2.7760887,-1,-1,32,3,80.504349
137,531004.835486,183965.872851,531056.009523,183972.375108,1.7224751,-1,-1,33,2,51.585476
138,530712.688736,183881.917068,530813.405101,183883.932657,4,-1,-1,34,5,100.73653
139,530813.405101,183883.932657,530917.857721,183886.023019,4,-1,-1,34,6,104.47353
140,530917.857721,183886.023019,530986.848212,183887.403694,2.8438089,-1,-1,34,5,69.004303
141,530986.848212,183887.403694,531029.291446,183888.25309,2.1506054,-1,-1,34,4,42.451733
142,531029.291446,183888.25309,531073.801917,183889.143858,3.0055857,-1,-1,34,5,44.519382
143,531073.801917,183889.143858,531157.130183,183890.811468,3.1265831,-1,-1,34,5,83.344948
144,531157.130183,183890.811468,531168.634422,183891.041697,2.8734171,-1,-1,34,5,11.506542
145,531168.634422,183891.041697,531174.661661,183891.162317,4,-1,-1,34,6,6.0284462
146,531174.661661,183891.162317,531180.080455,183891.270761,4,-1,-1,34,5,5.419879
147,531246.846002,183898.187827,531247.100529,183877.364907,2,-1,-1,35,2,20.824474
148,531380.713483,184038.933676,531417.15255,184035.901078,2.315361,-1,-1,36,3,36.565041
149,531367.863502,184047.323233,531380.713483,184038.933676,0.87075675,-1,-1,37,2,15.346227
150,531360.813158,184105.802482,531367.863502,184047.323233,2.5553956,-1,-1,38,3,58.902714
151,531177.606206,183921.056404,531180.045933,183891.686354,4,-1,-1,39,5,29.471209
152,531180.045933,183891.686354,531180.080455,183891.270761,3.0400231,-1,-1,39,5,0.41702437
153,531180.080455,183891.270761,531191.965639,183748.193874,1.8690072,-1,-1,39,4,143.56969
154,531191.965639,183748.193874,531210.219332,183528.451248,3.0909696,-1,-1,39,5,220.49948
155,531210.219332,183528.451248,531210.6055,183523.802459,3.3558173,-1,-1,39,4,4.6648011
156,531204.529923,183526.934938,531210.219332,183528.451248,4,-1,-1,40,5,5.8880019
157,531210.219332,183528.451248,531294.100666,183550.806851,2.8008873,-1,-1,40,5,86.80928
158,531294.100666,183550.806851,531375.100124,183572.394391,3.1991129,-1,-1,40,4,83.826813
159,530912.539003,183677.481209,530942.320478,183662.126313,3.7738943,-1,-1,41,4,33.506851
160,530942.320478,183662.126313,531101.00503,183580.310867,1.4153167,-1,-1,41,4,178.53447
161,531101.00503,183580.310867,531204.529923,183526.934938,1.2796584,-1,-1,41,4,116.47486
162,531204.529923,183526.934938,531210.6055,183523.802459,2.8869476,-1,-1,41,3,6.8355722
163,531101.00503,183580.310867,531156.88079,183889.431752,3.9999998,-1,-1,42,5,314.13025
164,531156.88079,183889.431752,531157.130183,183890.811468,4,-1,-1,42,5,1.4020742
165,531029.291446,183888.25309,531030.230687,183855.631128,2,-1,-1,43,2,32.635479
166,531191.965639,183748.193874,531247.250971,183744.871861,2.372308,-1,-1,44,4,55.385048
167,531247.250971,183744.871861,531255.303728,183744.387983,3.6276922,-1,-1,44,4,8.0672827
168,531247.250971,183744.871861,531250.811287,183746.933134,2.6622484,-1,-1,45,4,4.1139636
169,531250.811287,183746.933134,531299.446867,183775.091082,1.9825487,-1,-1,45,4,56.198662
170,531299.446867,183775.091082,531311.29242,183781.949157,3.3552032,-1,-1,45,4,13.687597
171,531250.811287,183746.933134,531255.303728,183744.387983,3.7100596,-1,-1,46,4,5.1633153
172,531255.303728,183744.387983,531297.758244,183720.335774,0.85895824,-1,-1,46,4,48.794411
173,531297.758244,183720.335774,531302.825685,183717.464863,3.4309821,-1,-1,46,4,5.8241816
174,531294.100666,183550.806851,531302.825685,183717.464863,2.7051506,-1,-1,47,4,166.88625
175,531302.825685,183717.464863,531303.086878,183722.453957,3.2948494,-1,-1,47,4,4.9959264
176,530707.321114,183575.611283,530723.063265,183688.758214,0.98894149,-1,-1,48,2,114.23679
177,530723.063265,183688.758214,530730.767941,183744.135682,1.182127,-1,-1,48,3,55.910877
178,530723.063265,183688.758214,530804.10279,183678.914813,3.0480838,-1,-1,49,4,81.635147
179,530804.10279,183678.914813,530912.24057,183665.779945,2.0126326,-1,-1,49,4,108.93256
180,530912.24057,183665.779945,530942.320478,183662.126313,2.9392834,-1,-1,49,4,30.300989
181,531140.793407,184138.095983,531154.133119,184099.625494,3.1072955,-1,-1,50,3,40.717644
182,531091.400795,184089.16428,531154.133119,184099.625494,1.1072954,-1,-1,51,1,63.598595
183,531060.553704,184121.39462,531060.782857,184116.994225,3.0436037,-1,-1,52,4,4.4063578
184,531060.782857,184116.994225,531065.497338,184026.462826,2.9563963,-1,-1,52,4,90.654068
185,530921.664603,184035.287141,531065.497338,184026.462826,3.0721309,-1,-1,53,4,144.10318
186,531065.497338,184026.462826,531206.527247,184017.810468,2.9278691,-1,-1,53,4,141.29507
187,531282.101437,184085.298468,531294.562642,184021.679734,4,-1,-1,54,4,64.827652
188,531268.479945,184016.651855,531294.562642,184021.679734,1.9948233,-1,-1,55,3,26.562881
189,531294.562642,184021.679734,531317.354673,184026.073282,1.9981046,-1,-1,55,3,23.211634
190,531268.479945,184016.651855,531279.573531,183955.446867,1.9839985,-1,-1,56,2,62.202236
191,531279.573531,183955.446867,531304.31269,183959.573805,2.0713086,-1,-1,57,3,25.08102
192,531304.31269,183959.573805,531329.366877,183963.753297,1.9357636,-1,-1,57,3,25.400402
193,531317.354673,184026.073282,531329.366877,183963.753297,2.0160015,-1,-1,58,2,63.467106
194,530810.256885,183814.547701,530916.075489,183816.143418,4,-1,-1,59,4,105.83064
195,531139.683702,184338.865635,531374.160466,184412.387824,4,-1,-1,60,4,245.73332
196,531482.315148,184748.987159,531497.55717,184683.196418,1.1047014,-1,-1,61,2,67.533257
197,531497.55717,184683.196418,531509.578303,184631.308342,1.5481352,-1,-1,61,4,53.262371
198,531509.578303,184631.308342,531511.947283,184621.082864,3.3471634,-1,-1,61,4,10.496307
199,531497.55717,184683.196418,531630.494451,184738.171078,4,-1,-1,62,5,143.85594
200,531630.494451,184738.171078,531630.95658,184738.362186,4,-1,-1,62,6,0.50008547
201,531630.95658,184738.362186,531823.351178,184817.924724,3.0497966,-1,-1,62,4,208.19673
202,531505.593873,184627.421654,531511.947283,184621.082864,3.6441982,-1,-1,63,4,8.9747467
203,531511.947283,184621.082864,531556.293506,184576.838695,0.91864121,-1,-1,63,3,62.642906
204,531456.481572,184579.514132,531505.593873,184627.421654,1.5875411,-1,-1,64,3,68.608665
205,531505.593873,184627.421654,531509.578303,184631.308342,3.0086384,-1,-1,64,4,5.5661507
206,531456.481572,184579.514132,531460.888429,184547.93665,2.5961795,-1,-1,65,4,31.883503
207,531460.888429,184547.93665,531482.086508,184396.041087,2.8942552,-1,-1,65,4,153.3676
208,531340.829339,184549.913463,531460.888429,184547.93665,3.4207692,-1,-1,66,5,120.07536
209,531460.888429,184547.93665,531553.316024,184546.414798,4,-1,-1,66,6,92.440125
210,531553.316024,184546.414798,531625.634924,184545.224043,4,-1,-1,66,6,72.328705
211,531625.634924,184545.224043,531703.701069,184543.938657,3.0542002,-1,-1,66,5,78.076729
212,531703.701069,184543.938657,531741.87479,184543.310114,1.086924,-1,-1,66,4,38.178894
213,531741.87479,184543.310114,531761.678527,184542.984038,3.8588758,-1,-1,66,4,19.806421
214,531538.448059,184394.494011,531553.316024,184546.414798,2.9553642,-1,-1,67,4,152.64659
215,531553.316024,184546.414798,531556.293506,184576.838695,2.5628395,-1,-1,67,4,30.569248
216,531482.086508,184396.041087,531518.163314,184395.05081,1.9056505,-1,-1,68,3,36.090393
217,531518.163314,184395.05081,531538.448059,184394.494011,1.9439689,-1,-1,68,3,20.292385
218,531505.488826,184115.712016,531507.882971,184168.477674,2.9565058,-1,-1,69,4,52.819942
219,531507.882971,184168.477674,531511.152555,184240.537515,2.0050292,-1,-1,69,4,72.13398
220,531511.152555,184240.537515,531514.300771,184309.922471,3.038465,-1,-1,69,5,69.456345
221,531514.300771,184309.922471,531518.163314,184395.05081,4,-1,-1,69,5,85.215919
222,531507.882971,184168.477674,531615.32223,184170.946889,4,-1,-1,70,4,107.46763
223,531613.248369,184095.680534,531613.45624,184103.224779,3.2994671,-1,-1,71,4,7.5471087
224,531613.45624,184103.224779,531615.32223,184170.946889,1.7326981,-1,-1,71,4,67.74781
225,531615.32223,184170.946889,531617.283802,184242.137946,1.9949708,-1,-1,71,4,71.218079
226,531617.283802,184242.137946,531619.20936,184312.021958,2.9728639,-1,-1,71,5,69.910538
227,531619.20936,184312.021958,531623.320591,184461.230308,3.021472,-1,-1,71,5,149.26498
228,531623.320591,184461.230308,531625.634924,184545.224043,2.9785283,-1,-1,71,5,84.025612
229,531625.634924,184545.224043,531630.939775,184737.752266,4,-1,-1,71,6,192.60129
230,531630.939775,184737.752266,531630.95658,184738.362186,4,-1,-1,71,6,0.61015153
231,531630.95658,184738.362186,531633.010974,184812.922017,4,-1,-1,71,6,74.588127
232,531633.010974,184812.922017,531633.367844,184825.873838,2.4730837,-1,-1,71,4,12.956737
233,531698.642997,184617.476624,531770.161158,184628.252284,2.9432633,-1,-1,72,4,72.325394
234,531770.161158,184628.252284,531879.573962,184644.73754,3.0567365,-1,-1,72,5,110.64775
235,531879.573962,184644.73754,532105.738049,184678.813743,4,-1,-1,72,6,228.71681
236,532105.738049,184678.813743,532255.038302,184701.308851,4,-1,-1,72,6,150.98541
237,532255.038302,184701.308851,532318.114524,184710.812562,4,-1,-1,72,6,63.788166
238,532318.114524,184710.812562,532331.424198,184712.817934,4,-1,-1,72,5,13.459901
239,531694.480481,184677.994327,531698.642997,184617.476624,1.5272908,-1,-1,73,3,60.660686
240,531698.642997,184617.476624,531703.701069,184543.938657,2.9485154,-1,-1,73,4,73.711716
241,531766.803216,184683.757865,531766.873125,184682.602301,3.118978,-1,-1,74,4,1.1576769
242,531766.873125,184682.602301,531770.161158,184628.252284,2.881022,-1,-1,74,4,54.449387
243,531715.155673,184708.648706,531766.803216,184683.757865,0.67563176,-1,-1,75,2,57.332561
244,531766.803216,184683.757865,531768.400689,184682.987985,3.3243682,-1,-1,75,4,1.773312
245,531766.873125,184682.602301,531768.400689,184682.987985,3.5566537,-1,-1,76,4,1.5755012
246,531768.400689,184682.987985,531859.675181,184706.03322,2.4433463,-1,-1,76,4,94.138809
247,531823.351178,184817.924724,531840.579372,184764.855448,2.043396,-1,-1,77,3,55.795689
248,531840.579372,184764.855448,531859.675181,184706.03322,2.0487919,-1,-1,77,4,61.844196
249,531859.675181,184706.03322,531879.573962,184644.73754,2.9576085,-1,-1,77,5,64.444717
250,531879.573962,184644.73754,531901.701338,184576.576952,4,-1,-1,77,6,71.662308
251,531901.701338,184576.576952,531925.343104,184503.751476,2.3847485,-1,-1,77,5,76.566856
252,531925.343104,184503.751476,531927.582575,184496.85307,3.6152513,-1,-1,77,4,7.2528086
253,531922.917862,184495.637935,531927.582575,184496.85307,3.0376058,-1,-1,78,4,4.8203835
254,531927.582575,184496.85307,531982.997107,184511.288281,2.0014875,-1,-1,78,4,57.263824
255,531982.997107,184511.288281,532061.708828,184531.792295,2.0467546,-1,-1,78,4,81.338486
256,532061.708828,184531.792295,532138.276036,184551.737674,2.9141521,-1,-1,78,4,79.122406
257,531868.743121,184314.398734,531869.530092,184317.03151,4,-1,-1,79,5,2.7478776
258,531869.530092,184317.03151,531878.664683,184347.590879,3.7505035,-1,-1,79,5,31.895388
259,531878.664683,184347.590879,531884.2409,184366.245868,1.4032409,-1,-1,79,4,19.470564
260,531884.2409,184366.245868,531907.422917,184443.800281,1.9921591,-1,-1,79,4,80.945
261,531907.422917,184443.800281,531922.917862,184495.637935,1.5069535,-1,-1,79,4,54.103935
262,531922.917862,184495.637935,531925.343104,184503.751476,3.3471429,-1,-1,79,4,8.468255
263,531804.853693,184370.135604,531884.2409,184366.245868,2,-1,-1,80,2,79.482445
264,531916.367005,184931.967133,531938.230796,184850.183819,2,-1,-1,81,2,84.655396
265,531741.87479,184543.310114,531761.449374,184547.384434,3.0975204,-1,-1,82,4,19.99411
266,531761.449374,184547.384434,531841.689077,184564.085797,1.8206327,-1,-1,82,4,81.959412
267,531841.689077,184564.085797,531901.701338,184576.576952,3.081847,-1,-1,82,5,61.298454
268,531901.701338,184576.576952,532120.267351,184622.070021,4,-1,-1,82,5,223.25035
269,531998.653914,184146.325587,532003.898144,184148.410219,3.2880764,-1,-1,83,4,5.6433716
270,532003.898144,184148.410219,532058.026282,184169.926669,0.84325552,-1,-1,83,4,58.247856
271,532058.026282,184169.926669,532058.598667,184170.154197,3.8686681,-1,-1,83,4,0.61594892
272,532000.342537,184201.080895,532012.715689,184194.512304,3.3356996,-1,-1,84,4,14.008615
273,532012.715689,184194.512304,532058.598667,184170.154197,2.1127338,-1,-1,84,4,51.947716
274,532058.598667,184170.154197,532058.7804,184170.05772,2.5515666,-1,-1,84,4,0.20575434
275,532005.20836,184385.563619,532007.590037,184324.953165,4,-1,-1,85,5,60.65723
276,532007.590037,184324.953165,532012.18809,184207.93897,2.6909027,-1,-1,85,5,117.1045
277,532012.18809,184207.93897,532012.715689,184194.512304,3.3090973,-1,-1,85,4,13.437029
278,531776.355963,184307.375936,531856.707494,184313.483848,2.914227,-1,-1,86,4,80.583344
279,531856.707494,184313.483848,531868.743121,184314.398734,2.766788,-1,-1,86,5,12.070351
280,531868.743121,184314.398734,531881.941456,184315.402004,3.2332118,-1,-1,86,5,13.236411
281,531881.941456,184315.402004,531915.473787,184317.95096,3.9644392,-1,-1,86,5,33.62907
282,531915.473787,184317.95096,531947.787758,184320.407302,1.0760794,-1,-1,86,4,32.407196
283,531947.787758,184320.407302,532007.590037,184324.953165,2.9594817,-1,-1,86,5,59.974808
284,532007.590037,184324.953165,532191.504377,184338.93339,2.1401627,-1,-1,86,5,184.44493
285,532191.504377,184338.93339,532192.740776,184339.027375,3.8598375,-1,-1,86,4,1.2399658
286,531756.905192,184398.364922,531774.697587,184315.133671,2.9463861,-1,-1,87,4,85.111755
287,531774.697587,184315.133671,531776.355963,184307.375936,2.914227,-1,-1,87,4,7.9330111
288,531687.743881,184313.393507,531705.731156,184391.862665,2.7760887,-1,-1,88,3,80.504349
289,531705.731156,184391.862665,531756.905192,184398.364922,1.7224751,-1,-1,89,2,51.585476
290,531399.550847,184307.626034,531514.300771,184309.922471,4,-1,-1,90,5,114.7729
291,531514.300771,184309.922471,531619.20936,184312.021958,4,-1,-1,90,6,104.9296
292,531619.20936,184312.021958,531687.743881,184313.393507,2.8438091,-1,-1,90,5,68.548241
293,531687.743881,184313.393507,531730.187116,184314.242904,2.1506054,-1,-1,90,4,42.451733
294,531730.187116,184314.242904,531774.697587,184315.133671,3.0055857,-1,-1,90,5,44.519382
295,531774.697587,184315.133671,531857.67382,184316.794236,3.1935487,-1,-1,90,5,82.992844
296,531857.67382,184316.794236,531869.530092,184317.03151,2.8064513,-1,-1,90,5,11.858646
297,531869.530092,184317.03151,531881.750679,184317.276075,4,-1,-1,90,6,12.223033
298,531881.750679,184317.276075,531915.473787,184317.95096,4,-1,-1,90,5,33.729862
299,531947.787758,184320.407302,531947.996199,184303.35472,2,-1,-1,91,2,17.053856
300,532081.461237,184465.020062,532156.350838,184461.379486,0.3372978,-1,-1,92,1,74.978035
301,532068.759172,184473.313046,532081.461237,184465.020062,0.89269346,-1,-1,93,2,15.169577
302,532061.708828,184531.792295,532068.759172,184473.313046,2.5553956,-1,-1,94,3,58.902714
303,531878.664683,184347.590879,531881.750679,184317.276075,4,-1,-1,95,5,30.471474
304,531881.750679,184317.276075,531881.941456,184315.402004,4,-1,-1,95,6,1.8837563
305,531881.941456,184315.402004,531896.338513,184173.974747,2.8972082,-1,-1,95,5,142.15817
306,531896.338513,184173.974747,531909.900138,184040.754222,3.1027918,-1,-1,95,4,133.90903
307,531613.45624,184103.224779,531634.652213,184091.701761,3.8000021,-1,-1,96,4,24.125696
308,531634.652213,184091.701761,531764.12857,184021.312993,2.1999979,-1,-1,96,5,147.37268
309,531764.12857,184021.312993,531768.839084,184018.752161,4,-1,-1,96,6,5.3616042
310,531768.839084,184018.752161,531770.422015,184017.891613,4,-1,-1,96,5,1.8017257
311,531769.304224,184014.062342,531770.422015,184017.891613,2.863806,-1,-1,97,4,3.9890811
312,531770.422015,184017.891613,531771.716132,184022.324929,3.1361938,-1,-1,97,5,4.6183367
313,531771.716132,184022.324929,531856.707494,184313.483848,4,-1,-1,97,6,303.31015
314,531856.707494,184313.483848,531857.67382,184316.794236,4,-1,-1,97,5,3.4485443
315,531730.187116,184314.242904,531731.126357,184281.620941,2,-1,-1,98,2,32.635479
316,531896.338513,184173.974747,531948.146641,184170.861675,2.3723078,-1,-1,99,4,51.901573
317,531948.146641,184170.861675,531956.199398,184170.377797,3.6276922,-1,-1,99,4,8.0672827
318,531948.146641,184170.861675,531951.706957,184172.922947,2.6622484,-1,-1,100,4,4.1139636
319,531951.706957,184172.922947,532000.342537,184201.080895,1.9825487,-1,-1,100,4,56.198662
320,532000.342537,184201.080895,532012.18809,184207.93897,3.3552032,-1,-1,100,4,13.687597
321,531951.706957,184172.922947,531956.199398,184170.377797,3.7100596,-1,-1,101,4,5.1633153
322,531956.199398,184170.377797,531998.653914,184146.325587,0.85895824,-1,-1,101,4,48.794411
323,531998.653914,184146.325587,532003.537735,184143.558704,3.4309821,-1,-1,101,4,5.6131411
324,531996.761181,184052.338685,532003.537735,184143.558704,2.7190585,-1,-1,102,4,91.471382
325,532003.537735,184143.558704,532003.898144,184148.410219,3.2809415,-1,-1,102,4,4.8648834
326,531428.742019,184129.978524,531443.260115,184127.279747,3.2683804,-1,-1,103,4,14.766805
327,531443.260115,184127.279747,531443.260655,184127.279646,2.4523826,-1,-1,103,4,0.00054904696
328,531443.260655,184127.279646,531505.488826,184115.712016,1.3673773,-1,-1,103,4,63.294197
329,531505.488826,184115.712016,531603.201562,184097.54814,1.6801716,-1,-1,103,4,99.386642
330,531603.201562,184097.54814,531613.248369,184095.680534,2.3311572,-1,-1,103,4,10.218918
331,531613.248369,184095.680534,531634.652213,184091.701761,2.9005306,-1,-1,103,4,21.770512
332,531841.689077,184564.085797,531855.028789,184525.615307,3.1072955,-1,-1,104,3,40.717644
333,531792.296465,184515.154093,531855.028789,184525.615307,1.1072954,-1,-1,105,1,63.598595
334,531761.449374,184547.384434,531761.678527,184542.984038,3.0436037,-1,-1,106,4,4.4063578
335,531761.678527,184542.984038,531766.393008,184452.452639,2.9563963,-1,-1,106,4,90.654068
