Ref,x,y,Connectivity,Metric Mean Penn Distance,Metric Mean Shortest-Path Angle,Metric Mean Shortest-Path Distance,Metric Mean Straight-Line Distance,Metric Node Count,Point First Moment,Point Second Moment
589857,1.20000000,6.78000000,63.00000000,0.28643426,1.81713057,2.28447294,1.99803877,1866.00000000,46.02703857,50.01839828
589862,1.20000000,7.08000000,56.00000000,0.32584333,3.01842046,2.42727399,2.10143065,1866.00000000,21.01936913,9.77400017
589863,1.20000000,7.14000000,91.00000000,0.31610623,2.44875836,2.44292426,2.12681794,1866.00000000,34.67163467,16.99920082
589864,1.20000000,7.20000000,59.00000000,0.33378106,2.46358657,2.48765850,2.15387750,1866.00000000,18.49957085,7.46640015
589865,1.20000000,7.26000000,53.00000000,0.35326573,2.54522085,2.53585315,2.18258739,1866.00000000,13.90856647,4.50719976
589866,1.20000000,7.32000000,55.00000000,0.36319044,2.57751250,2.57610917,2.21291852,1866.00000000,14.38762951,4.71239996
589867,1.20000000,7.38000000,56.00000000,0.37531716,2.61184859,2.62016726,2.24484992,1866.00000000,14.85981560,5.05079985
589868,1.20000000,7.44000000,55.00000000,0.38802320,2.65350795,2.66637945,2.27835608,1866.00000000,14.69640732,5.10120010
589869,1.20000000,7.50000000,57.00000000,0.40027785,2.67947316,2.71367717,2.31339931,1866.00000000,16.70959282,6.72840023
589870,1.20000000,7.56000000,58.00000000,0.41220409,2.69679070,2.76212955,2.34992552,1866.00000000,18.37224197,8.12160015
589871,1.20000000,7.62000000,70.00000000,0.42406756,2.70017838,2.81194568,2.38787818,1866.00000000,26.22880936,13.57199955
589872,1.20000000,7.68000000,97.00000000,0.43657550,2.69089580,2.86378145,2.42720604,1866.00000000,39.70424271,21.24360085
589873,1.20000000,7.74000000,65.00000000,0.43850613,2.82712364,2.90634561,2.46783948,1866.00000000,29.48315430,17.60759926
655365,1.26000000,5.10000000,99.00000000,0.28410250,1.59243882,2.42653990,2.14243746,1866.00000000,45.31852341,31.56480026
655366,1.26000000,5.16000000,107.00000000,0.28188181,1.51222503,2.39471364,2.11283183,1866.00000000,44.77974701,28.57320023
655367,1.26000000,5.22000000,120.00000000,0.28720632,1.47860396,2.37211013,2.08490372,1866.00000000,52.11532593,34.58160019
655368,1.26000000,5.28000000,101.00000000,0.29793137,1.58677363,2.35663939,2.05870819,1866.00000000,34.01179123,17.17560005
655369,1.26000000,5.34000000,92.00000000,0.31522337,1.66225076,2.34949088,2.03426743,1866.00000000,26.10086250,9.78120041
655370,1.26000000,5.40000000,84.00000000,0.33148214,1.76950812,2.34306860,2.01158643,1866.00000000,22.15407944,7.00920010
655371,1.26000000,5.46000000,77.00000000,0.36864880,2.15542293,2.35929680,1.99064791,1866.00000000,22.19387054,7.53480005
655373,1.26000000,5.58000000,100.00000000,0.35186094,1.79191756,2.30563164,1.95377064,1866.00000000,45.40021515,26.60759926
655374,1.26000000,5.64000000,106.00000000,0.34306049,1.71082675,2.28084636,1.93778574,1866.00000000,44.57954407,24.29640007
655375,1.26000000,5.70000000,104.00000000,0.33332652,1.66633725,2.25679994,1.92347324,1866.00000000,40.01206589,19.96920013
655376,1.26000000,5.76000000,104.00000000,0.32065058,1.70196283,2.23149467,1.91084421,1866.00000000,37.26912308,17.34119987
655377,1.26000000,5.82000000,103.00000000,0.29483643,1.64640880,2.19475222,1.89991581,1866.00000000,35.24887466,15.75360012
655378,1.26000000,5.88000000,101.00000000,0.27006623,1.59674716,2.16077995,1.89071369,1866.00000000,32.40088654,13.55760002
655379,1.26000000,5.94000000,226.00000000,0.25386989,1.26412046,2.13713527,1.88326550,1866.00000000,268.78515625,601.01281738
655380,1.26000000,6.00000000,225.00000000,0.25303748,1.26499367,2.13063192,1.87759447,1866.00000000,268.51458740,601.16760254
655381,1.26000000,6.06000000,100.00000000,0.26781389,1.59909987,2.14151597,1.87370205,1866.00000000,33.13113022,15.20639992
655382,1.26000000,6.12000000,99.00000000,0.29733253,1.72893512,2.16890264,1.87156999,1866.00000000,34.67346191,17.03520012
655383,1.26000000,6.18000000,97.00000000,0.31981441,1.60920215,2.19098687,1.87117243,1866.00000000,35.48718643,18.21960068
655384,1.26000000,6.24000000,96.00000000,0.33400506,1.63157439,2.20649314,1.87248826,1866.00000000,38.42972565,21.57119942
655385,1.26000000,6.30000000,96.00000000,0.34659058,1.68660510,2.22209048,1.87549996,1866.00000000,42.96661377,26.61479950
655386,1.26000000,6.36000000,95.00000000,0.35684097,1.79153776,2.23703218,1.88019133,1866.00000000,47.20066833,31.46400070
655390,1.26000000,6.60000000,53.00000000,0.30762058,1.90965474,2.22259068,1.91497004,1866.00000000,26.02251625,18.82439995
655391,1.26000000,6.66000000,162.00000000,0.28539661,1.66175973,2.21314311,1.92774653,1866.00000000,243.24531555,548.57879639
655392,1.26000000,6.72000000,103.00000000,0.27316523,1.52522528,2.21541214,1.94224691,1866.00000000,95.89870453,140.72039795
655393,1.26000000,6.78000000,45.00000000,0.26930398,1.67842519,2.22776413,1.95846009,1866.00000000,18.28397369,10.91880035
655395,1.26000000,6.90000000,36.00000000,0.29346398,2.16897798,2.28926754,1.99580371,1866.00000000,14.51510143,7.92719984
655396,1.26000000,6.96000000,44.00000000,0.28789845,2.13695240,2.30475426,2.01685572,1866.00000000,16.56618500,8.31599998
655398,1.26000000,7.08000000,64.00000000,0.30867815,2.36577630,2.37238526,2.06370711,1866.00000000,21.48293114,9.23760033
655399,1.26000000,7.14000000,97.00000000,0.32935330,2.39877105,2.41891575,2.08956242,1866.00000000,37.43161011,18.11879921
655400,1.26000000,7.20000000,68.00000000,0.34855902,2.43273950,2.46564865,2.11708975,1866.00000000,20.04107094,7.62839985
655401,1.26000000,7.26000000,57.00000000,0.35870734,2.54511809,2.50498152,2.14627409,1866.00000000,15.19201660,5.36759996
655402,1.26000000,7.32000000,57.00000000,0.37165138,2.60752177,2.54874229,2.17709088,1866.00000000,14.75576210,5.14799976
655403,1.26000000,7.38000000,55.00000000,0.38699168,2.67194247,2.59650278,2.20951104,1866.00000000,14.16781330,5.14080000
655404,1.26000000,7.44000000,56.00000000,0.40252614,2.70998240,2.64603090,2.24350476,1866.00000000,14.94498730,5.80679989
655405,1.26000000,7.50000000,57.00000000,0.41686448,2.72651005,2.69589543,2.27903104,1866.00000000,16.18703270,6.87599993
655406,1.26000000,7.56000000,60.00000000,0.43041286,2.73766494,2.74645591,2.31604314,1866.00000000,18.30079842,8.43120003
655407,1.26000000,7.62000000,74.00000000,0.44377202,2.73780560,2.79825735,2.35448527,1866.00000000,25.84308052,12.79440022
655408,1.26000000,7.68000000,97.00000000,0.44694611,2.82147050,2.84124899,2.39430285,1866.00000000,39.62985229,20.96999931
655409,1.26000000,7.74000000,66.00000000,0.43266377,2.83875751,2.86808062,2.43541694,1866.00000000,27.51416588,15.94079971
720901,1.32000000,5.10000000,87.00000000,0.28988704,1.76215231,2.39451265,2.10462570,1866.00000000,33.76599121,18.19079971
720902,1.32000000,5.16000000,91.00000000,0.28613582,1.49395406,2.36087823,2.07474256,1866.00000000,29.83559036,13.16520023
720903,1.32000000,5.22000000,106.00000000,0.29494005,1.51321340,2.34150529,2.04656529,1866.00000000,38.54634476,20.59919930
720904,1.32000000,5.28000000,87.00000000,0.30897763,1.66122019,2.32912302,2.02014542,1866.00000000,23.62095451,8.12160015
720905,1.32000000,5.34000000,79.00000000,0.34528431,1.91333008,2.34078765,1.99550331,1866.00000000,20.41659355,6.43680000
720906,1.32000000,5.40000000,77.00000000,0.38046935,2.01618981,2.35311222,1.97264278,1866.00000000,21.13310242,6.98759985
720907,1.32000000,5.46000000,73.00000000,0.42186937,2.19946051,2.37341785,1.95154858,1866.00000000,22.17960930,7.99560022
720909,1.32000000,5.58000000,89.00000000,0.40642729,1.90477884,2.32084394,1.91441667,1866.00000000,40.86299133,23.33160019
720910,1.32000000,5.64000000,94.00000000,0.39248300,1.83490360,2.29079604,1.89831305,1866.00000000,39.41131210,20.65679932
720911,1.32000000,5.70000000,99.00000000,0.37928566,1.79729807,2.26316833,1.88388276,1866.00000000,39.29815292,19.48320007
720912,1.32000000,5.76000000,98.00000000,0.36040664,1.86277950,2.23154616,1.87113941,1866.00000000,36.76203156,17.33399963
720913,1.32000000,5.82000000,98.00000000,0.33109340,1.86192119,2.19120026,1.86010695,1866.00000000,34.90399170,15.55920029
720914,1.32000000,5.88000000,99.00000000,0.29651415,1.96694064,2.14733052,1.85081637,1866.00000000,34.05794525,14.75640011
720915,1.32000000,5.94000000,224.00000000,0.25561836,1.27638865,2.09892774,1.84330952,1866.00000000,262.35757446,573.84362793
720916,1.32000000,6.00000000,224.00000000,0.25560999,1.28253901,2.09324598,1.83763599,1866.00000000,262.78009033,574.47717285
720917,1.32000000,6.06000000,98.00000000,0.29530105,1.97390330,2.12909770,1.83379662,1866.00000000,34.83038330,16.44120026
720918,1.32000000,6.12000000,96.00000000,0.33295548,1.97028494,2.16470385,1.83174825,1866.00000000,35.73641205,17.90640068
720919,1.32000000,6.18000000,96.00000000,0.36295521,1.82901120,2.19440556,1.83145046,1866.00000000,38.88750839,21.74399948
720920,1.32000000,6.24000000,96.00000000,0.38091132,1.76847136,2.21378660,1.83287525,1866.00000000,41.45770645,24.49440002
720921,1.32000000,6.30000000,95.00000000,0.39775467,1.82419038,2.23375607,1.83600152,1866.00000000,44.93205643,28.67040062
720922,1.32000000,6.36000000,95.00000000,0.41538930,1.92145264,2.25619936,1.84080994,1866.00000000,49.32838058,33.65999985
720926,1.32000000,6.60000000,56.00000000,0.31771186,1.86064565,2.19388485,1.87617302,1866.00000000,29.65250969,22.54680061
720927,1.32000000,6.66000000,181.00000000,0.28835571,1.60796368,2.17750120,1.88914537,1866.00000000,249.15399170,533.29321289
720928,1.32000000,6.72000000,97.00000000,0.27413812,1.55157769,2.17802191,1.90388370,1866.00000000,64.43084717,59.60879898
720929,1.32000000,6.78000000,54.00000000,0.27485237,1.85233939,2.19521856,1.92036617,1866.00000000,24.48484421,15.84360027
720930,1.32000000,6.84000000,55.00000000,0.29831800,2.17314363,2.23684883,1.93853080,1866.00000000,25.75293541,16.15320015
720931,1.32000000,6.90000000,61.00000000,0.30358508,2.30828094,2.26190805,1.95832288,1866.00000000,28.50553131,17.24760056
720932,1.32000000,6.96000000,82.00000000,0.29007870,2.07583761,2.26982260,1.97974384,1866.00000000,37.34403610,22.05719948
720933,1.32000000,7.02000000,68.00000000,0.31252158,2.49795747,2.31532025,2.00279880,1866.00000000,28.31690598,16.26840019
720934,1.32000000,7.08000000,69.00000000,0.33417892,2.47265267,2.36165094,2.02747202,1866.00000000,23.12670517,9.91079998
720935,1.32000000,7.14000000,101.00000000,0.35385802,2.33290625,2.40766001,2.05380177,1866.00000000,38.47336578,18.21599960
720936,1.32000000,7.20000000,72.00000000,0.35523376,2.44835448,2.43704152,2.08180785,1866.00000000,21.61715698,8.31239986
720937,1.32000000,7.26000000,64.00000000,0.36931190,2.59790564,2.48078609,2.11147428,1866.00000000,18.01103783,6.72480011
720938,1.32000000,7.32000000,60.00000000,0.38682944,2.70682430,2.52960229,2.14277291,1866.00000000,16.90879250,6.57719994
720939,1.32000000,7.38000000,59.00000000,0.40598989,2.75897360,2.58166432,2.17567444,1866.00000000,16.79226875,6.91919994
720940,1.32000000,7.44000000,59.00000000,0.42385823,2.78639030,2.63400459,2.21014643,1866.00000000,17.51127434,7.82639980
720941,1.32000000,7.50000000,62.00000000,0.43946674,2.78952503,2.68561602,2.24614930,1866.00000000,19.51109123,9.39239979
720942,1.32000000,7.56000000,64.00000000,0.45404321,2.79641342,2.73767400,2.28363061,1866.00000000,21.64968300,11.28960037
720943,1.32000000,7.62000000,78.00000000,0.46810368,2.78751349,2.79064107,2.32253742,1866.00000000,29.53448296,16.14959908
720944,1.32000000,7.68000000,100.00000000,0.44187334,2.86596203,2.80468535,2.36281204,1866.00000000,42.61694336,23.85359955
720945,1.32000000,7.74000000,69.00000000,0.42550963,2.99308825,2.82988787,2.40437818,1866.00000000,30.33366776,18.89279938
786437,1.38000000,5.10000000,78.00000000,0.31394914,2.14235210,2.38199759,2.06804848,1866.00000000,28.49845886,13.05000019
786438,1.38000000,5.16000000,90.00000000,0.28692162,1.53514993,2.32484674,2.03792524,1866.00000000,28.90507317,11.73960018
786439,1.38000000,5.22000000,104.00000000,0.29719988,1.43424070,2.30673289,2.00953317,1866.00000000,37.12213135,18.52560043
786440,1.38000000,5.28000000,79.00000000,0.33335832,1.83025527,2.31628132,1.98292315,1866.00000000,21.78245354,7.41960001
786441,1.38000000,5.34000000,75.00000000,0.37795874,2.08158350,2.33606601,1.95810723,1866.00000000,21.02987862,7.24679995
786442,1.38000000,5.40000000,72.00000000,0.42694333,2.19645309,2.36203074,1.93508732,1866.00000000,21.40577316,7.72919989
786443,1.38000000,5.46000000,72.00000000,0.47828534,2.26098967,2.39213777,1.91385233,1866.00000000,23.63969994,9.15120029
786451,1.38000000,5.94000000,168.00000000,0.26121661,1.36710286,2.06603241,1.80481577,1866.00000000,235.01159668,537.26037598
786452,1.38000000,6.00000000,174.00000000,0.26515660,1.43723488,2.06430006,1.79914355,1866.00000000,240.27967834,541.62719727
786462,1.38000000,6.60000000,25.00000000,0.32948375,2.00978851,2.16831446,1.83883083,1866.00000000,6.96301079,2.93400002
786463,1.38000000,6.66000000,156.00000000,0.29202935,1.63318193,2.14404631,1.85201705,1866.00000000,222.49253845,490.71960449
786464,1.38000000,6.72000000,52.00000000,0.27939266,1.63925898,2.14640355,1.86701083,1866.00000000,23.00131416,15.71399975
786468,1.38000000,6.96000000,25.00000000,0.31609708,2.22570157,2.26026797,1.94417095,1866.00000000,8.14575863,3.75480008
786470,1.38000000,7.08000000,57.00000000,0.39267364,2.91619635,2.38545060,1.99277699,1866.00000000,21.09536171,9.73439980
786471,1.38000000,7.14000000,90.00000000,0.36819521,2.39816570,2.38777137,2.01957631,1866.00000000,33.55788040,15.71039963
786472,1.38000000,7.20000000,69.00000000,0.37199679,2.60055494,2.42006612,2.04806924,1866.00000000,25.86310196,14.95800018
786473,1.38000000,7.26000000,60.00000000,0.39423752,2.85780191,2.47246051,2.07822299,1866.00000000,19.84940147,10.56960011
786474,1.38000000,7.32000000,57.00000000,0.41587499,2.85854673,2.52587605,2.11000109,1866.00000000,15.63163567,5.51520014
786475,1.38000000,7.38000000,55.00000000,0.43657014,2.86375260,2.57994580,2.14337564,1866.00000000,14.95796585,5.43599987
786476,1.38000000,7.44000000,58.00000000,0.45494336,2.86429906,2.63326001,2.17831659,1866.00000000,16.73674583,6.58799982
786477,1.38000000,7.50000000,58.00000000,0.47086588,2.85901856,2.68564963,2.21478391,1866.00000000,17.64934921,7.56360006
786478,1.38000000,7.56000000,60.00000000,0.48512390,2.85544729,2.73784375,2.25271988,1866.00000000,19.42632675,8.81639957
786479,1.38000000,7.62000000,72.00000000,0.47761154,3.27899742,2.76967645,2.29206491,1866.00000000,26.96606827,13.83839989
786480,1.38000000,7.68000000,98.00000000,0.43128526,2.85310411,2.76405001,2.33276463,1866.00000000,40.28659058,21.53160095
786481,1.38000000,7.74000000,66.00000000,0.42174810,3.13824368,2.79649949,2.37475133,1866.00000000,28.82032013,16.82279968
851970,1.44000000,4.92000000,24.00000000,0.36387250,2.56442142,2.49706411,2.13319159,1866.00000000,7.03678083,2.71079993
851971,1.44000000,4.98000000,26.00000000,0.35063434,2.55258131,2.44888616,2.09825182,1866.00000000,6.84746170,2.41560006
851972,1.44000000,5.04000000,43.00000000,0.35122257,2.89135385,2.41595078,2.06472826,1866.00000000,15.91971588,8.29440022
851973,1.44000000,5.10000000,80.00000000,0.35119066,2.15891075,2.38392949,2.03273892,1866.00000000,29.56294441,13.33440018
851974,1.44000000,5.16000000,76.00000000,0.32592499,2.19905519,2.32832527,2.00240016,1866.00000000,26.05621147,10.93319988
851975,1.44000000,5.22000000,102.00000000,0.30221456,1.47089803,2.27603269,1.97381818,1866.00000000,37.35372543,18.38159943
851976,1.44000000,5.28000000,74.00000000,0.36352304,2.21497583,2.31056786,1.94704473,1866.00000000,23.35380745,8.99279976
851977,1.44000000,5.34000000,73.00000000,0.42419526,2.28859401,2.34627342,1.92207801,1866.00000000,23.33621407,9.02519989
851978,1.44000000,5.40000000,73.00000000,0.47846591,2.33887792,2.37737870,1.89891267,1866.00000000,24.70051956,9.94320011
851979,1.44000000,5.46000000,72.00000000,0.53541136,2.39335895,2.41294932,1.87753797,1866.00000000,26.30470467,11.15639973
851987,1.44000000,5.94000000,152.00000000,0.27149236,1.44002414,2.03920221,1.76770985,1866.00000000,222.51847839,509.19479370
851988,1.44000000,6.00000000,150.00000000,0.27570266,1.46999729,2.03774548,1.76204288,1866.00000000,222.08430481,509.08679199
851999,1.44000000,6.66000000,161.00000000,0.29808405,1.65529740,2.11441493,1.81633091,1866.00000000,217.65577698,466.41598511
852004,1.44000000,6.96000000,22.00000000,0.33357799,2.09150863,2.24368429,1.91010630,1866.00000000,6.79387617,2.96280003
852007,1.44000000,7.14000000,57.00000000,0.38202697,2.27404284,2.36891341,1.98688650,1866.00000000,19.55337715,9.04319954
852016,1.44000000,7.68000000,63.00000000,0.42402333,2.93823028,2.72817802,2.30415463,1866.00000000,21.58626747,9.94320011
917506,1.50000000,4.92000000,33.00000000,0.38129559,2.07999158,2.48137212,2.10007644,1866.00000000,15.10892391,10.10879993
917507,1.50000000,4.98000000,32.00000000,0.36135560,2.32696342,2.42614007,2.06478429,1866.00000000,12.57014084,7.29720020
917508,1.50000000,5.04000000,24.00000000,0.35607243,2.62084627,2.38703752,2.03096509,1866.00000000,8.52340889,4.37400007
917510,1.50000000,5.16000000,33.00000000,0.29653639,1.70944738,2.26471353,1.96817720,1866.00000000,10.20894909,4.04279995
917511,1.50000000,5.22000000,72.00000000,0.30859178,1.59679317,2.24800134,1.93940961,1866.00000000,29.44890976,15.35400009
917522,1.50000000,5.88000000,36.00000000,0.29290086,1.72701144,2.03250051,1.73959959,1866.00000000,12.21670437,6.05159998
917523,1.50000000,5.94000000,153.00000000,0.27958733,1.45544863,2.01154256,1.73195517,1866.00000000,215.50981140,484.09561157
917524,1.50000000,6.00000000,152.00000000,0.28421435,1.47650337,2.01051211,1.72629774,1866.00000000,215.05285645,483.88681030
917525,1.50000000,6.06000000,38.00000000,0.30808756,1.76058471,2.03071713,1.72262955,1866.00000000,12.52876282,5.77080011
917535,1.50000000,6.66000000,163.00000000,0.30313042,1.67183828,2.08517408,1.78204381,1866.00000000,209.72987366,441.30599976
917539,1.50000000,6.90000000,14.00000000,0.37055171,2.23794365,2.22546887,1.85491729,1866.00000000,2.87406325,0.84240001
917540,1.50000000,6.96000000,22.00000000,0.34084725,2.09143209,2.21839094,1.87754369,1866.00000000,6.06536961,2.36879992
917542,1.50000000,7.08000000,34.00000000,0.42183432,2.48553181,2.34980035,1.92796612,1866.00000000,10.15980434,3.98160005
917543,1.50000000,7.14000000,48.00000000,0.38444364,2.34444642,2.34015799,1.95571434,1866.00000000,16.80345726,8.20800018
917544,1.50000000,7.20000000,29.00000000,0.36340228,2.26528001,2.34858227,1.98518002,1866.00000000,8.13319016,3.04200006
917546,1.50000000,7.32000000,31.00000000,0.49687862,3.15746450,2.54587793,2.04899931,1866.00000000,7.88915539,2.41919994
917547,1.50000000,7.38000000,31.00000000,0.46680984,3.04332805,2.55008984,2.08328009,1866.00000000,7.35054255,2.18880010
917548,1.50000000,7.44000000,31.00000000,0.44634375,2.93924236,2.56547356,2.11912990,1866.00000000,7.35054255,2.18880010
917549,1.50000000,7.50000000,31.00000000,0.43403441,2.85128379,2.59053802,2.15650368,1866.00000000,7.88915539,2.41919994
917551,1.50000000,7.62000000,28.00000000,0.46500233,3.24877238,2.70048475,2.23548245,1866.00000000,6.41261530,1.82879996
